date,open,high,low,close,volume,macd,signal,Upper_Band,Lower_Band,BB_Width,RSI_14,RSI_5,RSI_9,EMA_50,EMA_200,average_true_range,adx,bull_market,drawdown
2025-07-15,6295.2900390625,6302.0400390625,6241.68017578125,6243.759765625,5133670000,87.65574684857074,90.88566841620367,6372.829692987591,5944.086273809283,428.7434191783086,64.74756343022715,53.1670311173264,62.514909632503155,6013.892725590072,5786.734555417628,45.9749714688817,45.80636286216776,1,-0.005843552150760256
2025-07-14,6255.14990234375,6273.31005859375,6239.22021484375,6268.56005859375,4722250000,92.29074861504705,91.6931488081119,6369.563925605251,5920.673086113498,448.89083949175256,68.73613124743518,67.14283860626807,69.53940421574856,6004.510397425381,5782.141337224589,43.761911190055805,44.68623345202525,1,-0.0018947501325959687
2025-07-11,6255.68017578125,6269.43994140625,6237.60009765625,6259.75,4656210000,94.33916469667565,91.5437488563781,6354.91481463304,5912.992167788835,441.9226468442048,68.08766186113341,64.4900903351975,68.41886068977428,5993.732860234835,5777.252706859069,45.24992156544901,44.88972303142012,1,-0.003297522962698511
2025-07-10,6266.7998046875,6290.22021484375,6251.43994140625,6280.4599609375,5367350000,96.47850661118628,90.8448948963037,6340.231195862202,5903.924809997173,436.30638586502937,71.31654910384373,76.03435689154489,74.11590665391701,5982.875017795441,5772.403487832527,47.31301046013347,45.34059142463712,1,0
2025-07-09,6243.330078125,6269.16015625,6231.43017578125,6263.259765625,4813340000,95.69711053590709,89.43649196758304,6318.266029058142,5901.724986566859,416.5410424912825,70.22770374157552,72.79916806859062,72.42055005179485,5970.728693585561,5767.297392625442,48.625739232846314,44.042561156471095,1,-0.0025624199608261485
2025-07-08,6234.02978515625,6242.7001953125,6217.75,6225.52001953125,5739030000,95.05909964202783,87.87133732550201,6297.5864650547655,5896.666562288984,400.91990276578144,67.7320327853431,64.35225076193149,68.38146582168443,5958.788649828849,5762.312846163135,49.39275500424575,43.42190604406307,1,-0.00857255564474609
2025-07-07,6259.0400390625,6262.06982421875,6201,6229.97998046875,5236740000,96.70468025404716,86.07439674637054,6281.45224650516,5890.28476521359,391.16748129156986,68.36085792365785,66.29870024987233,69.44990180070029,5947.901655147118,5757.657497687073,53.15314880297587,43.94502068673165,1,-0.007862297279128816
2025-07-03,6246.4599609375,6284.64990234375,6246.4599609375,6279.35009765625,3378110000,96.94432086332836,83.41682586945137,6265.115051742086,5877.55394239854,387.56110934354547,75.57275388756592,90.55426543842648,82.06699153731074,5936.388254113582,5752.910538061127,51.93519873901062,44.5486145051954,1,0
2025-07-02,6193.8798828125,6227.60009765625,6188.2900390625,6227.419921875,5645710000,90.81331464207324,80.03495212098213,6229.014018219677,5882.800972014698,346.21304620497904,72.76657636398961,86.35287314568282,78.39761408176611,5922.389811520004,5747.61968821595,51.12061693443533,39.852999056654035,1,0
2025-07-01,6187.25,6210.77978515625,6177.97021484375,6198.009765625,6275310000,86.95443638624147,77.34036149070934,6200.805277205495,5885.30473256013,315.50054464536515,71.01552481854097,82.90854958108716,75.91690045402378,5909.939602934086,5742.797575314854,52.93762590992538,35.86970788484837,1,-0.001118531087121878
2025-06-30,6193.35986328125,6215.080078125,6174.97021484375,6204.9501953125,5782900000,83.75880133772444,74.9368427668263,6177.229734327897,5882.673293015852,294.5564413120446,72.03041001831494,87.05659401918736,77.79077059171658,5898.181637109967,5738.222578427314,56.03424984799082,31.830589975283445,1,0
2025-06-27,6150.7001953125,6187.68017578125,6132.35009765625,6173.06982421875,7889350000,77.75503719725111,72.73135312410177,6147.5878233261055,5882.989178627019,264.59864469908644,70.21482718235472,84.14083690128533,75.3016021210024,5885.6604714690475,5733.531848609373,58.191787685181716,27.17006931040085,1,0
2025-06-26,6112.08984375,6146.52001953125,6107.27001953125,6141.02001953125,5308140000,72.20707002826748,71.47543210581443,6120.438777262644,5884.048234456105,236.3905428065391,68.29352693150494,80.631838453121,72.55262508065475,5873.929477479263,5729.114381517821,58.632050694440444,22.657982875827408,1,-0.0005094086020437219
2025-06-25,6104.22998046875,6108.509765625,6080.08984375,6092.16015625,5171110000,67.33881466398998,71.29252262520117,6099.466148787256,5879.773841447119,219.69230734013763,65.10733904249705,73.47378260843543,67.67755487292301,5863.0278227016315,5724.974626361906,59.28931029646974,19.055986736717184,1,-0.008461666287457923
2025-06-24,6061.2099609375,6101.759765625,6059.25,6092.18017578125,5443690000,65.1204993198362,72.28094961550397,6084.0411353572035,5878.1368431584215,205.90429219878206,65.10982839828347,73.48268452134937,67.68193313696294,5853.6754825568,5721.28431952886,64.03844697669587,16.86943433381529,1,-0.008458407979706942
2025-06-23,5969.669921875,6028.77001953125,5943.22998046875,6025.169921875,5597000000,61.339876665463635,74.07106218942091,6083.452384202238,5849.789559157137,233.66282504510127,60.404308264506355,60.74791804915325,59.978474288886,5843.940597119066,5717.556722983609,62.107462857726006,14.735807475995735,1,-0.019364758731450195
2025-06-20,5999.669921875,6018.2001953125,5952.56005859375,5967.83984375,7451500000,62.445073214658805,77.25385857041023,6082.89859335389,5832.027334380486,250.8712589734041,55.65285106371461,41.52871828762684,51.11747328614077,5836.543481822906,5714.4651330450015,58.502451133914626,15.857177664760298,1,-0.028695598479212672
2025-06-18,5987.93017578125,6018.25,5971.89013671875,5980.8701171875,5106470000,68.78465824523664,80.95605490934808,6085.866948527396,5816.7359811601045,269.1309673672913,57.0989339946716,45.587332453294586,53.511071577078575,5831.184446642208,5711.918653540429,57.40434565932457,15.922283449243642,1,-0.026574837487927373
2025-06-17,6012.14990234375,6023.25,5974.7998046875,5982.72021484375,4955700000,74.54905117796898,83.99890407537593,6083.221937290604,5815.3399767718965,267.8819605187073,57.29521604394952,46.09907623317312,53.829189640820196,5825.074827436278,5709.215623755031,59.10349679441296,17.734954141078735,1,-0.02627372216918421
2025-06-16,6004,6050.830078125,6004,6033.10986328125,5111710000,80.63378928815928,86.36136729972766,6081.568717138848,5815.081185204902,266.48753193394623,62.75069817344358,61.025528845016616,62.879121295365756,5818.640321827809,5706.466833894842,60.7424662531688,20.087998699622354,1,-0.01807248208904256
