date,open,high,low,close,volume,macd,signal,Upper_Band,Lower_Band,BB_Width,RSI_14,RSI_5,RSI_9,EMA_50,EMA_200,average_true_range,adx,bull_market,drawdown
2025-11-17,24890.099609375,25166.150390625,24649.359375,24799.919921875,9744800000,52.828065859590424,176.94011477210537,26225.71530610566,24643.37492826934,1582.3403778363208,43.44820496855563,26.872461822740007,37.40352882051723,24846.73143025826,22959.191740823575,430.85290213053423,25.936530358986452,1,-0.05053358680236228
2025-11-14,24658.55078125,25198.9296875,24534.900390625,25008.240234375,10841540000,103.53262739031561,207.96812714394602,26200.912051793206,24702.288143519294,1498.623908273912,46.45313769621054,33.06957256620727,41.51898998442262,24848.64210406982,22940.691960109492,417.6316519730792,23.710313597357022,1,-0.042558031214736336
2025-11-13,25386.94921875,25396.009765625,24908.599609375,24993.4609375,11351410000,145.53696801012484,234.07700223351372,26218.0336066704,24666.137487079603,1551.8961195907978,46.20805217413709,32.18192741100977,41.11037494071786,24842.127894669604,22919.91258046863,379.72431561138836,21.141601258252674,1,-0.043123857476986154
2025-11-12,25662.189453125,25663.169921875,25389.73046875,25517.330078125,8449920000,198.5374710304859,256.2120109495521,26252.262161427872,24598.28686200963,1653.9752994182418,54.40399191976569,51.579826506909264,52.71565464816575,24835.951035778566,22899.072898488415,363.15725998977865,20.250813129562847,1,-0.0230674961862622
2025-11-11,25500.9296875,25588.259765625,25380.859375,25533.490234375,7756810000,209.96853212496353,270.6306460597533,26263.43777903405,24509.914174090947,1753.5236049431041,54.681810981447846,52.358658679657424,53.12688841871388,24808.139646295036,22872.758755979503,376.96000259872415,23.016364941466254,1,-0.022448803640490428
2025-11-10,25418.169921875,25655.509765625,25354.439453125,25611.740234375,9297320000,219.85950707497614,285.7961747149398,26280.062908294432,24397.872052643066,1882.1908556513663,55.966849786193215,55.611456368589884,54.97267861440397,24778.53349984279,22846.01773609613,403.0461034896323,25.45674042339241,1,-0.01945299772390834
2025-11-07,24977.73046875,25065.140625,24603.779296875,25059.810546875,10141910000,221.3204614539245,302.2803418579308,26261.644287331725,24330.141650168272,1931.5026371634522,47.956432566053536,31.65142346515991,42.432924986402796,24744.52506169862,22818.22153008328,373.40715384278036,28.27255962992908,1,-0.04058365872518378
2025-11-06,25568.240234375,25568.240234375,25083.240234375,25130.0390625,11085130000,276.1486448813157,322.5203123165417,26324.1603872401,24183.8185190099,2140.3418682302,49.00985818681024,33.49165668323667,43.812968509103015,24731.656266385296,22795.6929972512,359.87573775930434,25.034021678420224,1,-0.037894955816274487
2025-11-05,25433.220703125,25750.880859375,25364.900390625,25620.029296875,10026890000,334.9640296973448,334.11322943138464,26323.395212092564,24181.397756657436,2141.9974554351284,57.141929118167255,49.5821246314034,54.88300679290794,24715.3957440949,22772.232232776336,340.625843618966,24.284160180871215,1,-0.019135650471762414
2025-11-04,25580.33984375,25762.23046875,25415.619140625,25435.69921875,10227700000,355.2859126163821,333.9005293590226,26286.69256681503,24169.75938630997,2116.9331805050606,54.50495472154609,41.06015911317688,50.71930594144979,24678.47192561408,22743.611156755243,333.6482057873107,26.031914744555728,1,-0.026192738505639905
